School,ACARA SML ID,year,Locality,Median VCE study score,Percentage of study scores of 40 and over,Percentage of VCE students applying for tertiary places,Percentage of satisfactory VCE completions,ICSEA,School Sector,School Type,Total Enrolments,Latitude,Longitude
Australian Internatl Academy,46297.0,2019,COBURG,23.0,0.8,92.9,96.0,1056.0,Independent,Combined,1438.0,-37.736331,144.966123
Australian Internatl Academy,46297.0,2020,COBURG,26.0,2.5,90.1,97.0,1057.0,Independent,Combined,1536.0,-37.736331,144.966123
Australian Internatl Academy,46297.0,2020,CAROLINE SPRINGS,27.0,0.0,100.0,100.0,1057.0,Independent,Combined,1536.0,-37.736331,144.966123
Australian Internatl Academy,46297.0,2021,COBURG,24.0,0.6,95.2,97.0,1061.0,Independent,Combined,1584.0,-37.736331,144.966123
Australian Internatl Academy,46297.0,2021,CAROLINE SPRINGS,26.0,2.6,100.0,100.0,1061.0,Independent,Combined,1584.0,-37.736331,144.966123
Australian Internatl Academy,46297.0,2022,COBURG,23.0,0.0,86.6,100.0,1063.0,Independent,Combined,1779.0,-37.736331,144.966123
Australian Internatl Academy,46297.0,2022,CAROLINE SPRINGS,24.0,1.5,100.0,100.0,1063.0,Independent,Combined,1779.0,-37.736331,144.966123
Australian Internatl Academy,,2023,COBURG,24.0,0.9,90.9,100.0,,,,,,
Australian Internatl Academy,,2023,CAROLINE SPRINGS,27.0,1.6,100.0,100.0,,,,,,
Ave Maria College,45958.0,2014,ABERFELDIE,32.0,9.3,97.0,100.0,1042.0,Catholic,Secondary,786.0,-37.756618,144.897964
Ave Maria College,45958.0,2015,ABERFELDIE,32.0,6.8,95.0,99.0,1067.0,Catholic,Secondary,795.0,-37.756618,144.897964
Ave Maria College,45958.0,2016,ABERFELDIE,31.0,5.4,96.0,100.0,1060.0,Catholic,Secondary,799.0,-37.756618,144.897964
Ave Maria College,45958.0,2017,ABERFELDIE,31.0,8.4,97.0,99.0,1061.0,Catholic,Secondary,804.0,-37.756618,144.897964
Ave Maria College,45958.0,2018,ABERFELDIE,32.0,8.1,92.4,100.0,1063.0,Catholic,Secondary,824.0,-37.756618,144.897964
Ave Maria College,45958.0,2019,ABERFELDIE,33.0,9.5,86.6,100.0,1066.0,Catholic,Secondary,804.0,-37.756618,144.897964
Ave Maria College,45958.0,2020,ABERFELDIE,32.0,9.1,96.0,100.0,1068.0,Catholic,Secondary,828.0,-37.756618,144.897964
Ave Maria College,45958.0,2021,ABERFELDIE,31.0,5.8,95.9,100.0,1066.0,Catholic,Secondary,829.0,-37.756618,144.897964
Ave Maria College,45958.0,2022,ABERFELDIE,30.0,6.2,92.4,100.0,1069.0,Catholic,Secondary,815.0,-37.756618,144.897964
Ave Maria College,,2023,ABERFELDIE,31.0,7.2,95.8,100.0,,,,,,
Avila College,45976.0,2014,MOUNT WAVERLEY,32.0,10.2,97.0,100.0,1081.0,Catholic,Secondary,1121.0,-37.874671,145.133255
Avila College,45976.0,2015,MOUNT WAVERLEY,33.0,12.1,97.0,100.0,1089.0,Catholic,Secondary,1104.0,-37.874671,145.133255
Avila College,45976.0,2016,MOUNT WAVERLEY,32.0,10.0,97.0,100.0,1085.0,Catholic,Secondary,1098.0,-37.874671,145.133255
Avila College,45976.0,2017,MOUNT WAVERLEY,32.0,8.8,99.0,99.0,1095.0,Catholic,Secondary,1079.0,-37.874671,145.133255
Avila College,45976.0,2018,MOUNT WAVERLEY,32.0,9.1,92.7,99.0,1094.0,Catholic,Secondary,1043.0,-37.874671,145.133255
Avila College,45976.0,2019,MOUNT WAVERLEY,32.0,8.7,99.3,100.0,1095.0,Catholic,Secondary,1049.0,-37.874671,145.133255
Avila College,45976.0,2020,MOUNT WAVERLEY,31.0,7.1,98.2,100.0,1100.0,Catholic,Secondary,1094.0,-37.874671,145.133255
Avila College,45976.0,2021,MOUNT WAVERLEY,32.0,7.2,98.0,100.0,1103.0,Catholic,Secondary,1106.0,-37.874671,145.133255
Avila College,45976.0,2022,MOUNT WAVERLEY,31.0,8.4,98.0,100.0,1108.0,Catholic,Secondary,1071.0,-37.874671,145.133255
Avila College,,2023,MOUNT WAVERLEY,31.0,6.8,92.6,99.0,,,,,,
Bacchus Marsh College,45525.0,2014,BACCHUS MARSH,26.0,0.6,74.0,96.0,950.0,Government,Secondary,798.0,-37.68562875,144.43305835
Bacchus Marsh College,45525.0,2015,BACCHUS MARSH,25.0,1.0,69.0,96.0,960.0,Government,Secondary,763.0,-37.68562875,144.43305835
Bacchus Marsh College,45525.0,2016,BACCHUS MARSH,26.0,0.8,60.0,96.0,954.0,Government,Secondary,776.0,-37.68562875,144.43305835
Bacchus Marsh College,45525.0,2017,BACCHUS MARSH,24.0,0.0,71.0,94.0,955.0,Government,Secondary,749.0,-37.68562875,144.43305835
Bacchus Marsh College,45525.0,2018,BACCHUS MARSH,24.0,0.4,65.1,97.0,966.0,Government,Secondary,757.0,-37.68562875,144.43305835
Bacchus Marsh College,45525.0,2019,BACCHUS MARSH,26.0,2.0,73.5,93.0,974.0,Government,Secondary,829.0,-37.68562875,144.43305835
Bacchus Marsh College,45525.0,2020,BACCHUS MARSH,24.0,0.8,66.7,88.0,971.0,Government,Secondary,942.0,-37.68562875,144.43305835
Bacchus Marsh College,45525.0,2021,BACCHUS MARSH,25.0,2.4,53.6,100.0,975.0,Government,Secondary,977.0,-37.68562875,144.43305835
Bacchus Marsh College,45525.0,2022,BACCHUS MARSH,24.0,1.7,56.4,84.0,966.0,Government,Secondary,984.0,-37.68562875,144.43305835
Bacchus Marsh College,,2023,BACCHUS MARSH,25.0,0.4,53.4,93.0,,,,,,
Bacchus Marsh Grammar,46314.0,2014,BACCHUS MARSH,32.0,8.8,98.0,100.0,1058.0,Independent,Combined,1776.0,-37.6907285,144.43130808
Bacchus Marsh Grammar,46314.0,2015,BACCHUS MARSH,31.0,9.3,97.0,99.0,1066.0,Independent,Combined,1856.0,-37.6907285,144.43130808
Bacchus Marsh Grammar,46314.0,2016,BACCHUS MARSH,31.0,8.9,95.0,100.0,1065.0,Independent,Combined,1875.0,-37.6907285,144.43130808
Bacchus Marsh Grammar,46314.0,2017,BACCHUS MARSH,31.0,10.0,97.0,100.0,1077.0,Independent,Combined,1986.0,-37.6907285,144.43130808
Bacchus Marsh Grammar,46314.0,2018,BACCHUS MARSH,31.0,6.7,90.5,99.0,1079.0,Independent,Combined,2264.0,-37.690308,144.431829
Bacchus Marsh Grammar,46314.0,2019,BACCHUS MARSH,31.0,9.2,95.8,100.0,1096.0,Independent,Combined,2561.0,-37.690308,144.431829
Bacchus Marsh Grammar,46314.0,2020,BACCHUS MARSH,31.0,10.1,95.3,99.0,1096.0,Independent,Combined,2690.0,-37.690308,144.431829
Bacchus Marsh Grammar,46314.0,2021,BACCHUS MARSH,31.0,9.1,87.5,100.0,1105.0,Independent,Combined,3097.0,-37.690308,144.431829
Bacchus Marsh Grammar,46314.0,2022,BACCHUS MARSH,31.0,9.8,92.5,99.0,1107.0,Independent,Combined,3262.0,-37.690308,144.431829
Bacchus Marsh Grammar,,2023,BACCHUS MARSH,32.0,11.4,92.5,100.0,,,,,,
Baimbridge College,45552.0,2014,HAMILTON,26.0,1.8,59.0,92.0,954.0,Government,Combined,487.0,-37.733311,142.014634
Baimbridge College,45552.0,2015,HAMILTON,24.0,2.4,53.0,93.0,949.0,Government,Combined,494.0,-37.733311,142.014634
Baimbridge College,45552.0,2016,HAMILTON,25.0,2.0,75.0,92.0,961.0,Government,Combined,430.0,-37.733311,142.014634
Baimbridge College,45552.0,2017,HAMILTON,26.0,0.6,50.0,89.0,961.0,Government,Secondary,406.0,-37.733311,142.014634
Baimbridge College,45552.0,2018,HAMILTON,25.0,3.4,66.7,92.0,968.0,Government,Secondary,414.0,-37.733311,142.014634
Baimbridge College,45552.0,2019,HAMILTON,22.0,0.5,56.8,100.0,962.0,Government,Secondary,401.0,-37.733311,142.014634
Baimbridge College,45552.0,2020,HAMILTON,24.0,0.7,39.5,84.0,956.0,Government,Secondary,418.0,-37.733311,142.014634
Baimbridge College,45552.0,2021,HAMILTON,24.0,2.1,51.5,97.0,958.0,Government,Secondary,392.0,-37.733311,142.014634
Baimbridge College,45552.0,2022,HAMILTON,25.0,5.0,66.7,94.0,945.0,Government,Secondary,354.0,-37.733311,142.014634
Baimbridge College,,2023,HAMILTON,24.0,,51.9,96.0,,,,,,
Bairnsdale Secondary College,45489.0,2014,BAIRNSDALE,26.0,0.6,68.0,84.0,930.0,Government,Secondary,975.0,-37.83202616,147.62203757
Bairnsdale Secondary College,45489.0,2015,BAIRNSDALE,24.0,0.9,52.0,91.0,939.0,Government,Secondary,1007.0,-37.83202616,147.62203757
Bairnsdale Secondary College,45489.0,2016,BAIRNSDALE,26.0,2.1,73.0,95.0,947.0,Government,Secondary,1069.0,-37.83202616,147.62203757
Bairnsdale Secondary College,45489.0,2017,BAIRNSDALE,24.0,0.8,51.0,96.0,944.0,Government,Secondary,1078.0,-37.83202616,147.62203757
Bairnsdale Secondary College,45489.0,2018,BAIRNSDALE,23.0,0.7,63.8,94.0,939.0,Government,Secondary,1151.0,-37.83202616,147.62203757
Bairnsdale Secondary College,45489.0,2019,BAIRNSDALE,23.0,0.5,57.6,91.0,941.0,Government,Secondary,1140.0,-37.83202616,147.62203757
Bairnsdale Secondary College,45489.0,2020,BAIRNSDALE,25.0,1.0,73.5,99.0,945.0,Government,Secondary,1116.0,-37.83202616,147.62203757
Bairnsdale Secondary College,45489.0,2021,BAIRNSDALE,26.0,2.8,61.2,98.0,950.0,Government,Secondary,1140.0,-37.83202616,147.62203757
Bairnsdale Secondary College,45489.0,2022,BAIRNSDALE,26.0,2.1,65.9,95.0,943.0,Government,Secondary,1125.0,-37.83202616,147.62203757
Bairnsdale Secondary College,,2023,BAIRNSDALE,26.0,0.8,38.1,99.0,,,,,,
Balcombe Grammar School,46383.0,2014,MOUNT MARTHA,29.0,5.1,98.0,100.0,1087.0,Independent,Combined,767.0,-38.2738,145.033
Balcombe Grammar School,46383.0,2015,MOUNT MARTHA,30.0,5.3,85.0,100.0,1083.0,Independent,Combined,779.0,-38.2738,145.033
Balcombe Grammar School,46383.0,2016,MOUNT MARTHA,31.0,10.2,88.0,100.0,1094.0,Independent,Combined,800.0,-38.2738,145.033
Balcombe Grammar School,46383.0,2017,MOUNT MARTHA,31.0,5.5,86.0,100.0,1095.0,Independent,Combined,818.0,-38.2738,145.033
Balcombe Grammar School,46383.0,2018,MOUNT MARTHA,31.0,4.7,81.5,100.0,1091.0,Independent,Combined,829.0,-38.2738,145.033
Balcombe Grammar School,46383.0,2019,MOUNT MARTHA,31.0,7.9,95.7,100.0,1094.0,Independent,Combined,862.0,-38.2738,145.033
Balcombe Grammar School,46383.0,2020,MOUNT MARTHA,30.0,3.1,90.7,100.0,1094.0,Independent,Combined,904.0,-38.2738,145.033
Balcombe Grammar School,46383.0,2021,MOUNT MARTHA,32.0,8.4,84.6,100.0,1098.0,Independent,Combined,918.0,-38.2738,145.033
Balcombe Grammar School,46383.0,2022,MOUNT MARTHA,32.0,11.3,69.6,100.0,1098.0,Independent,Combined,934.0,-38.2738,145.033
Balcombe Grammar School,,2023,MOUNT MARTHA,30.0,5.3,78.2,100.0,,,,,,
Ballarat Christian College,46384.0,2014,SEBASTOPOL,28.0,0.0,63.0,100.0,1034.0,Independent,Combined,305.0,-37.59333224,143.84324898
Ballarat Christian College,46384.0,2015,SEBASTOPOL,30.0,6.1,74.0,100.0,1043.0,Independent,Combined,314.0,-37.59333224,143.84324898
Ballarat Christian College,46384.0,2016,SEBASTOPOL,28.0,0.0,40.0,100.0,1043.0,Independent,Combined,325.0,-37.59333224,143.84324898
Ballarat Christian College,46384.0,2017,SEBASTOPOL,29.0,4.9,76.0,100.0,1043.0,Independent,Combined,311.0,-37.59333224,143.84324898
Ballarat Christian College,46384.0,2018,SEBASTOPOL,26.0,3.0,61.1,100.0,1033.0,Independent,Combined,319.0,-37.59333224,143.84324898
Ballarat Christian College,46384.0,2019,SEBASTOPOL,29.0,23.1,58.3,100.0,1039.0,Independent,Combined,286.0,-37.59333224,143.84324898
Ballarat Christian College,46384.0,2020,SEBASTOPOL,29.0,2.4,69.2,100.0,1039.0,Independent,Combined,294.0,-37.59333224,143.84324898
Ballarat Christian College,46384.0,2021,SEBASTOPOL,22.0,0.0,60.0,100.0,1044.0,Independent,Combined,304.0,-37.59333224,143.84324898
Ballarat Christian College,46384.0,2022,SEBASTOPOL,25.0,0.0,43.8,94.0,1042.0,Independent,Combined,300.0,-37.59333224,143.84324898
Ballarat Christian College,,2023,SEBASTOPOL,29.0,,58.3,100.0,,,,,,
Ballarat Clarendon College,46146.0,2014,BALLARAT,37.0,34.7,99.0,100.0,1155.0,Independent,Combined,1238.0,-37.55964761,143.8336504
Ballarat Clarendon College,46146.0,2015,BALLARAT,37.0,33.0,98.0,100.0,1159.0,Independent,Combined,1270.0,-37.55964761,143.8336504
Ballarat Clarendon College,46146.0,2016,BALLARAT,37.0,30.0,97.0,100.0,1163.0,Independent,Combined,1322.0,-37.55964761,143.8336504
Ballarat Clarendon College,46146.0,2017,BALLARAT,37.0,33.6,99.0,100.0,1161.0,Independent,Combined,1326.0,-37.55964761,143.8336504
Ballarat Clarendon College,46146.0,2018,BALLARAT,36.0,27.5,94.9,100.0,1161.0,Independent,Combined,1392.0,-37.55964761,143.8336504
Ballarat Clarendon College,46146.0,2019,BALLARAT,39.0,45.0,95.7,99.0,1160.0,Independent,Combined,1422.0,-37.55964761,143.8336504
Ballarat Clarendon College,46146.0,2020,BALLARAT,38.0,38.4,94.6,100.0,1159.0,Independent,Combined,1515.0,-37.55964761,143.8336504
Ballarat Clarendon College,46146.0,2021,BALLARAT,37.0,32.5,93.2,100.0,1161.0,Independent,Combined,1618.0,-37.55964761,143.8336504
Ballarat Clarendon College,46146.0,2022,BALLARAT,38.0,35.5,91.3,100.0,1165.0,Independent,Combined,1701.0,-37.55964761,143.8336504
Ballarat Clarendon College,,2023,BALLARAT,39.0,45.8,94.2,100.0,,,,,,
Ballarat Grammar,46166.0,2014,WENDOUREE,34.0,15.9,92.0,100.0,1125.0,Independent,Combined,1322.0,-37.539237,143.83083
Ballarat Grammar,46166.0,2015,WENDOUREE,33.0,12.7,93.0,100.0,1135.0,Independent,Combined,1343.0,-37.539237,143.83083
Ballarat Grammar,46166.0,2016,WENDOUREE,32.0,9.4,86.0,100.0,1130.0,Independent,Combined,1386.0,-37.539237,143.83083
Ballarat Grammar,46166.0,2017,WENDOUREE,32.0,11.2,82.0,100.0,1132.0,Independent,Combined,1423.0,-37.539237,143.83083
Ballarat Grammar,46166.0,2018,WENDOUREE,32.0,12.4,82.3,100.0,1129.0,Independent,Combined,1478.0,-37.539237,143.83083
Ballarat Grammar,46166.0,2019,WENDOUREE,32.0,13.9,90.0,100.0,1129.0,Independent,Combined,1535.0,-37.539237,143.83083
Ballarat Grammar,46166.0,2020,WENDOUREE,32.0,10.6,86.0,100.0,1129.0,Independent,Combined,1603.0,-37.539237,143.83083
Ballarat Grammar,46166.0,2021,WENDOUREE,32.0,13.3,91.0,100.0,1121.0,Independent,Combined,1653.0,-37.539237,143.83083
Ballarat Grammar,46166.0,2022,WENDOUREE,31.0,9.2,82.9,100.0,1120.0,Independent,Combined,1735.0,-37.539237,143.83083
Ballarat Grammar,,2023,WENDOUREE,32.0,9.4,81.2,100.0,,,,,,
Ballarat High School,45350.0,2014,BALLARAT,27.0,3.0,70.0,92.0,1000.0,Government,Secondary,1408.0,-37.554234,143.817713
Ballarat High School,45350.0,2015,BALLARAT,27.0,2.5,69.0,98.0,1001.0,Government,Secondary,1400.0,-37.554234,143.817713
Ballarat High School,45350.0,2016,BALLARAT,28.0,3.6,64.0,97.0,1000.0,Government,Secondary,1394.0,-37.547025,143.801504
Ballarat High School,45350.0,2017,BALLARAT,28.0,3.9,58.0,97.0,1003.0,Government,Secondary,1423.0,-37.554234,143.817713
Ballarat High School,45350.0,2018,BALLARAT,29.0,2.3,63.8,96.0,1001.0,Government,Secondary,1462.0,-37.554234,143.817713
Ballarat High School,45350.0,2019,BALLARAT,29.0,3.8,58.0,92.0,1004.0,Government,Secondary,1477.0,-37.554234,143.817713
Ballarat High School,45350.0,2020,BALLARAT,28.0,3.9,66.7,98.0,1007.0,Government,Secondary,1417.0,-37.554234,143.817713
Ballarat High School,45350.0,2021,BALLARAT,28.0,1.8,60.7,94.0,1009.0,Government,Secondary,1464.0,-37.554234,143.817713
Ballarat High School,45350.0,2022,BALLARAT,29.0,5.8,62.0,98.0,1012.0,Government,Secondary,1450.0,-37.554234,143.817713
Ballarat High School,,2023,BALLARAT,29.0,5.3,53.4,95.0,,,,,,
Ballarat SC - Mount Rowan,45565.0,2018,WENDOUREE,26.0,0.0,55.6,89.0,931.0,Government,Secondary,635.0,-37.51987872,143.83419003
Ballarat SC - Woodmans Hill,,2018,BALLARAT EAST,24.0,1.3,52.4,95.0,,,,,,
Ballarat Secondary College,45532.0,2014,BALLARAT,22.0,0.0,52.0,92.0,960.0,Government,Secondary,541.0,-37.41944661,144.98036163
Ballarat Secondary College,45532.0,2015,BALLARAT,24.0,0.7,59.0,94.0,964.0,Government,Secondary,581.0,-37.41944661,144.98036163
Ballarat Secondary College,45532.0,2016,BALLARAT,27.0,2.2,65.0,88.0,968.0,Government,Secondary,604.0,-37.41944661,144.98036163
Ballarat Secondary College - Mount Rowan Campus,45472.0,2017,WENDOUREE,23.0,0.0,81.0,97.0,983.0,Government,Secondary,406.0,-36.220441,147.172667
Ballarat Secondary College - Woodmans Hill Campus,45472.0,2017,BALLARAT EAST,28.0,0.0,55.0,94.0,983.0,Government,Secondary,406.0,-36.220441,147.172667
Balmoral K-12 Comm College,45602.0,2014,BALMORAL,31.0,3.4,67.0,100.0,1033.0,Government,Combined,158.0,-37.240557,141.82737163
Balmoral K-12 Comm College,45602.0,2015,BALMORAL,28.0,0.0,57.0,100.0,1012.0,Government,Combined,162.0,-37.240557,141.82737163
Balmoral K-12 Comm College,45602.0,2016,BALMORAL,30.0,0.0,100.0,100.0,1017.0,Government,Combined,144.0,-37.240557,141.82737163
Balmoral K-12 Comm College,45602.0,2017,BALMORAL,27.0,0.0,13.0,88.0,1005.0,Government,Combined,132.0,-37.240557,141.82737163
Balmoral K-12 Comm College,45602.0,2019,BALMORAL,,,0.0,100.0,1012.0,Government,Combined,106.0,-37.240557,141.82737163
Balmoral K-12 Comm College,45602.0,2020,BALMORAL,,,0.0,100.0,1009.0,Government,Combined,104.0,-37.240557,141.82737163
Balmoral K-12 Comm College,45602.0,2021,BALMORAL,,,0.0,100.0,1012.0,Government,Combined,97.0,-37.240557,141.82737163
Balmoral K-12 Comm College,45602.0,2022,BALMORAL,,,,,1006.0,Government,Combined,82.0,-37.240557,141.82737163
Balmoral K-12 Comm College,,2023,BALMORAL,,,100.0,100.0,,,,,,
Balwyn High School,45351.0,2014,BALWYN NORTH,34.0,20.1,93.0,100.0,1138.0,Government,Secondary,2059.0,-37.79785922,145.07677235
Balwyn High School,45351.0,2015,BALWYN NORTH,34.0,21.6,95.0,100.0,1138.0,Government,Secondary,2085.0,-37.79785922,145.07677235
Balwyn High School,45351.0,2016,BALWYN NORTH,34.0,22.0,93.0,100.0,1138.0,Government,Secondary,2085.0,-37.79785922,145.07677235
Balwyn High School,45351.0,2017,BALWYN NORTH,34.0,21.2,93.0,99.0,1128.0,Government,Secondary,2148.0,-37.79785922,145.07677235
Balwyn High School,45351.0,2018,BALWYN NORTH,34.0,19.3,94.3,99.0,1131.0,Government,Secondary,2183.0,-37.79785922,145.07677235
Balwyn High School,45351.0,2019,BALWYN NORTH,34.0,18.6,92.7,100.0,1130.0,Government,Secondary,2185.0,-37.79785922,145.07677235
Balwyn High School,45351.0,2020,BALWYN NORTH,33.0,17.5,92.6,98.0,1131.0,Government,Secondary,2207.0,-37.79785922,145.07677235
Balwyn High School,45351.0,2021,BALWYN NORTH,32.0,16.9,91.4,99.0,1130.0,Government,Secondary,2182.0,-37.79785922,145.07677235
Balwyn High School,45351.0,2022,BALWYN NORTH,32.0,16.2,91.7,97.0,1142.0,Government,Secondary,2183.0,-37.79785922,145.07677235
Balwyn High School,,2023,BALWYN NORTH,32.0,16.5,92.2,99.0,,,,,,
Bannockburn P-12 College,44168.0,2021,BANNOCKBURN,30.0,0.0,,,991.0,Government,Combined,926.0,-38.047092,144.16951
Bannockburn P-12 College,44168.0,2022,BANNOCKBURN,25.0,0.0,76.2,100.0,987.0,Government,Combined,929.0,-38.047092,144.16951
Bannockburn P-12 College,,2023,BANNOCKBURN,24.0,0.9,42.3,92.0,,,,,,
Bass Coast College,40597.0,2022,WONTHAGGI,27.0,3.1,66.4,99.0,990.0,Government,Secondary,1511.0,-38.609807,145.597177
Bass Coast College,,2023,WONTHAGGI,28.0,3.0,57.2,98.0,,,,,,
Bayside Christian College,46271.0,2014,LANGWARRIN SOUTH,29.0,3.9,87.0,100.0,1051.0,Independent,Combined,532.0,-38.178632,145.16302
Bayside Christian College,46271.0,2015,LANGWARRIN SOUTH,30.0,4.2,76.0,100.0,1048.0,Independent,Combined,527.0,-38.178632,145.16302
Bayside Christian College,46271.0,2016,LANGWARRIN SOUTH,30.0,7.3,94.0,100.0,1045.0,Independent,Combined,518.0,-38.178632,145.16302
Bayside Christian College,46271.0,2017,LANGWARRIN SOUTH,30.0,3.1,90.0,100.0,1055.0,Independent,Combined,553.0,-38.178632,145.16302
Bayside Christian College,46271.0,2018,LANGWARRIN SOUTH,29.0,3.9,75.0,100.0,1068.0,Independent,Combined,540.0,-38.178632,145.16302
Bayside Christian College,46271.0,2019,LANGWARRIN SOUTH,29.0,3.8,96.8,97.0,1075.0,Independent,Combined,565.0,-38.178632,145.16302
Bayside Christian College,46271.0,2020,LANGWARRIN SOUTH,30.0,5.0,96.3,96.0,1075.0,Independent,Combined,579.0,-38.178632,145.16302
Bayside Christian College,46271.0,2021,LANGWARRIN SOUTH,30.0,6.0,79.2,100.0,1078.0,Independent,Combined,564.0,-38.178632,145.16302
Bayside Christian College,46271.0,2022,LANGWARRIN SOUTH,30.0,9.9,95.7,100.0,1076.0,Independent,Combined,530.0,-38.178632,145.16302
Bayside Christian College,,2023,LANGWARRIN SOUTH,28.0,7.2,61.3,100.0,,,,,,
Bayside P-12 College,45538.0,2014,NEWPORT,28.0,3.1,62.0,93.0,956.0,Government,Combined,995.0,-37.85770007,144.88521383
Bayside P-12 College,45538.0,2015,NEWPORT,27.0,2.8,74.0,99.0,970.0,Government,Combined,953.0,-37.85770007,144.88521383
Bayside P-12 College,45538.0,2016,NEWPORT,30.0,3.9,68.0,96.0,974.0,Government,Combined,917.0,-37.85770007,144.88521383
Bayside P-12 College,45538.0,2017,NEWPORT,28.0,2.7,70.0,91.0,984.0,Government,Combined,924.0,-37.85770007,144.88521383
Bayside P-12 College,45538.0,2018,NEWPORT,29.0,3.9,72.4,92.0,995.0,Government,Combined,944.0,-37.85770007,144.88521383
Bayside P-12 College,45538.0,2019,NEWPORT,28.0,2.7,78.3,100.0,1007.0,Government,Combined,987.0,-37.85770007,144.88521383
Bayside P-12 College,45538.0,2020,NEWPORT,29.0,4.0,81.6,98.0,1009.0,Government,Combined,1055.0,-37.85770007,144.88521383
Bayside P-12 College,45538.0,2021,NEWPORT,30.0,5.0,75.0,90.0,1010.0,Government,Combined,1009.0,-37.85770007,144.88521383
Bayside P-12 College,45538.0,2022,NEWPORT,29.0,3.1,67.6,99.0,1002.0,Government,Combined,1026.0,-37.85770007,144.88521383
Bayside P-12 College,,2023,NEWPORT,28.0,2.0,54.3,96.0,,,,,,
Bayswater Secondary College,45352.0,2014,BAYSWATER,22.0,0.0,43.0,93.0,956.0,Government,Secondary,210.0,-37.83903,145.261998
Bayswater Secondary College,45352.0,2015,BAYSWATER,25.0,0.0,56.0,94.0,947.0,Government,Secondary,212.0,-37.83903,145.261998
Bayswater Secondary College,45352.0,2016,BAYSWATER,21.0,1.2,56.0,94.0,941.0,Government,Secondary,178.0,-37.83903,145.261998
Bayswater Secondary College,45352.0,2017,BAYSWATER,22.0,0.0,67.0,100.0,943.0,Government,Secondary,190.0,-37.83903,145.261998
Bayswater Secondary College,45352.0,2018,BAYSWATER,22.0,0.0,46.7,93.0,972.0,Government,Secondary,169.0,-37.83903,145.261998
Bayswater Secondary College,45352.0,2019,BAYSWATER,23.0,1.8,35.3,94.0,977.0,Government,Secondary,197.0,-37.83903,145.261998
Bayswater Secondary College,45352.0,2020,BAYSWATER,25.0,0.0,50.0,100.0,969.0,Government,Secondary,214.0,-37.83903,145.261998
Bayswater Secondary College,45352.0,2021,BAYSWATER,26.0,0.0,50.0,94.0,962.0,Government,Secondary,192.0,-37.83903,145.261998
Bayswater Secondary College,45352.0,2022,BAYSWATER,25.0,0.0,58.3,100.0,952.0,Government,Secondary,174.0,-37.83903,145.261998
Bayswater Secondary College,,2023,BAYSWATER,28.0,,27.8,89.0,,,,,,
